epoch,train_loss,val_auroc,val_auprc,val_f1,val_accuracy,val_sensitivity,val_specificity,learning_rate,learning_rate_start,learning_rate_end,learning_rate_mean,epoch_time_seconds,best_checkpoint_this_epoch,val_threshold,best_val_metric,best_val_metric_name,num_bad_epochs,train_time_seconds,val_time_seconds
0,0.6130234698454539,0.5768555116381203,0.639399109755115,0.7012195121951219,0.5420560747663551,1.0,0.010101010101010102,0.0004,0.0,0.0004,0.00020062893081761006,14.342789122834802,True,0.5084478855133057,0.5768555116381203,auroc,0,11.380560083314776,2.812890999019146
1,0.6162502219279608,0.5930610452349583,0.6135453094777603,0.7044025157232704,0.5607476635514018,0.9739130434782609,0.08080808080808081,0.0008,0.0004,0.0008,0.00060062893081761,14.877656137570739,True,0.5348637104034424,0.5930610452349583,auroc,0,11.723356172442436,3.1199818700551987
2,0.591759868856496,0.6527887571365832,0.6678672795058977,0.7254237288135593,0.6214953271028038,0.9304347826086956,0.26262626262626265,0.000999726628670463,0.0008,0.000999726628670463,0.0009502684711294626,15.177698420360684,True,0.5623030066490173,0.6527887571365832,auroc,0,12.098611561581492,3.0451741740107536
3,0.6124960409957658,0.47018006148440933,0.5530922533800773,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009975414512725057,0.000999726628670463,0.0009975414512725057,0.0009988124481371998,15.269603414461017,False,0.5625134706497192,0.6527887571365832,auroc,1,12.030080126598477,3.239519640803337
4,0.6147340532368833,0.49451032059727706,0.5627227146375511,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009931806517013613,0.0009975414512725057,0.0009931806517013613,0.0009955348452557284,15.406915985047817,False,0.4231579899787903,0.6527887571365832,auroc,2,12.322348712012172,3.0845634173601866
5,0.6128341463751763,0.7174352217830477,0.7528679867629577,0.7377777777777778,0.7242990654205608,0.7217391304347827,0.7272727272727273,0.000986663298624003,0.0009931806517013613,0.000986663298624003,0.0009900903945786255,15.355684868991375,True,0.46329620480537415,0.7174352217830477,auroc,0,12.032662734389305,3.2505862694233656
6,0.6139750553751891,0.496969696969697,0.5374273805918224,0.7040498442367601,0.5560747663551402,0.9826086956521739,0.06060606060606061,0.0009780178907671788,0.000986663298624003,0.0009780178907671788,0.000982502903303429,15.343648636713624,False,0.5403269529342651,0.7174352217830477,auroc,1,12.27299589291215,3.070649567991495
7,0.6156196639222918,0.4958278436539306,0.5430432398830504,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009672822322997304,0.0009780178907671788,0.0009672822322997304,0.0009728055495989426,15.149841967970133,False,0.4873388111591339,0.7174352217830477,auroc,2,11.91226509399712,3.2375725861638784
8,0.6127327873646838,0.4755379885814669,0.5341779905243194,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009545032675245813,0.0009672822322997304,0.0009545032675245813,0.0009610407375255458,15.212601348757744,False,0.4795877933502197,0.7174352217830477,auroc,3,12.123095078393817,3.089503191411495
9,0.6115436786375705,0.5183135704874835,0.5535182229400603,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009397368756032445,0.0009545032675245813,0.0009397368756032445,0.0009472599116130245,15.261508826166391,False,0.4954840838909149,0.7174352217830477,auroc,4,12.026765378192067,3.2347404323518276
10,0.6119569223256981,0.4513833992094862,0.5224169062454218,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009230476262104677,0.0009397368756032445,0.0009230476262104677,0.0009315233319067352,15.344058446586132,False,0.4968527853488922,0.7174352217830477,auroc,5,12.261694921180606,3.082360489293933
11,0.6122021129671132,0.5322353974527887,0.5570209036386533,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009045084971874737,0.0009230476262104677,0.0009045084971874737,0.000913899810465757,15.112996313720942,False,0.49810343980789185,0.7174352217830477,auroc,6,11.875758945941925,3.237234016880393
12,0.611884559100529,0.523495827843654,0.5541994478620605,0.7006369426751592,0.5607476635514018,0.9565217391304348,0.10101010101010101,0.0008842005554284296,0.0009045084971874737,0.0008842005554284296,0.0008944664104652653,15.411625396460295,False,0.5024392604827881,0.7174352217830477,auroc,7,12.293486349284649,3.1181359626352787
13,0.6124749794696112,0.5280632411067193,0.5824981985199943,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0008622126023955446,0.0008842005554284296,0.0008622126023955446,0.0008733081092188759,15.602311588823795,False,0.49395379424095154,0.7174352217830477,auroc,8,12.323565987870097,3.2787430081516504
14,0.6129029981745114,0.5149319279754062,0.5487337038541424,0.7040498442367601,0.5560747663551402,0.9826086956521739,0.06060606060606061,0.0008386407858128706,0.0008622126023955446,0.0008386407858128706,0.0008505174265944725,15.455107059329748,False,0.5051860809326172,0.7174352217830477,auroc,9,12.323180731385946,3.131923209875822
15,0.6125752916501003,0.4853754940711462,0.5146710939216252,0.7040498442367601,0.5560747663551402,0.9826086956521739,0.06060606060606061,0.0008135881792367685,0.0008386407858128706,0.0008135881792367685,0.0008261940204483665,15.543607156723738,False,0.4883299469947815,0.7174352217830477,auroc,10,12.314808785915375,3.2287944443523884
