epoch,train_loss,val_auroc,val_auprc,val_f1,val_accuracy,val_sensitivity,val_specificity,learning_rate,learning_rate_start,learning_rate_end,learning_rate_mean,epoch_time_seconds,best_checkpoint_this_epoch,val_threshold,best_val_metric,best_val_metric_name,num_bad_epochs,train_time_seconds,val_time_seconds
0,0.32165976507533894,0.9956960913482653,0.9963879920838852,0.9691629955947136,0.9672897196261683,0.9565217391304348,0.9797979797979798,0.0004001584786053883,0.0,0.0004001584786053883,0.00020047543581616482,2.4072275310754776,True,0.868861734867096,0.9956960913482653,auroc,0,2.162745352834463,0.21585092321038246
1,0.13696837450128677,0.996135265700483,0.9967131538922676,0.9826086956521739,0.9813084112149533,0.9826086956521739,0.9797979797979798,0.0008003169572107766,0.0004001584786053883,0.0008003169572107766,0.0006006339144215532,1.9190955236554146,True,0.04148046672344208,0.996135265700483,auroc,0,1.68406143784523,0.16396995075047016
2,0.11871888063534504,0.9992973210364515,0.9993968915870731,0.9913793103448276,0.9906542056074766,1.0,0.9797979797979798,0.0009997255564791268,0.0008003169572107766,0.0009997255564791268,0.0009503296933533763,1.888332849368453,True,0.12200435996055603,0.9992973210364515,auroc,0,1.6894859485328197,0.169350853189826
3,0.09950334466717178,0.9999121651295565,0.999925037481259,0.9956709956709957,0.9953271028037384,1.0,0.98989898989899,0.0009975383097999575,0.0009997255564791268,0.0009975383097999575,0.000998811604260913,1.9318086709827185,True,0.4070035219192505,0.9999121651295565,auroc,0,1.7282084785401821,0.17336306162178516
4,0.08989125767695062,0.9999121651295565,0.9999250374812593,0.9956709956709957,0.9953271028037384,1.0,0.98989898989899,0.0009931755453461532,0.0009975383097999575,0.0009931755453461532,0.0009955332504161774,1.8670721780508757,False,0.8146998286247253,0.9999121651295565,auroc,1,1.6901240423321724,0.1769445426762104
5,0.07600847898134132,1.0,0.9999999999999997,1.0,1.0,1.0,1.0,0.0009866563395816343,0.0009931755453461532,0.0009866563395816343,0.000990088146045967,1.9234202113002539,True,0.5897414088249207,1.0,auroc,0,1.698286833241582,0.1703458447009325
6,0.07455400676826145,0.9998243302591129,0.9998513563730955,0.9956331877729258,0.9953271028037384,0.991304347826087,1.0,0.0009780091981465453,0.0009866563395816343,0.0009780091981465453,0.000982500100214044,1.8863465022295713,False,0.9863476753234863,1.0,auroc,1,1.7114780470728874,0.17486495338380337
7,0.0686799126689894,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.0009672719312145377,0.0009780091981465453,0.0009672719312145377,0.0009728022921314494,1.870162010192871,False,0.9134852290153503,1.0,auroc,2,1.6936302222311497,0.17652027495205402
8,0.06133438980617183,0.9994729907773385,0.9995558171532467,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.0009544914881653907,0.0009672719312145377,0.0009544914881653907,0.0009610371260783027,1.8856573160737753,False,0.9556757211685181,1.0,auroc,3,1.7073436994105577,0.17831061966717243
9,0.05951616373558593,0.9995608256477821,0.9996264350955425,0.9913793103448276,0.9906542056074766,1.0,0.9797979797979798,0.0009397237522958746,0.0009544914881653907,0.0009397237522958746,0.0009472560459883997,1.9104210138320923,False,0.8774667978286743,1.0,auroc,4,1.729584626853466,0.1808333806693554
10,0.0579055843896712,0.9995608256477821,0.999628999059792,0.9912280701754386,0.9906542056074766,0.9826086956521739,1.0,0.0009230332964664959,0.0009397237522958746,0.0009230332964664959,0.000931519310507353,1.8929321561008692,False,0.6190270781517029,1.0,auroc,5,1.7140339072793722,0.17889537289738655
11,0.05247042801756744,0.9997364953886693,0.9997757420063659,0.9913793103448276,0.9906542056074766,1.0,0.9797979797979798,0.0009044931007525736,0.0009230332964664959,0.0009044931007525736,0.0009138957295078491,1.8770980201661587,False,0.7419386506080627,1.0,auroc,6,1.7055155076086521,0.1715793889015913
12,0.05046961611242836,0.9997364953886693,0.9997757420063659,0.9913793103448276,0.9906542056074766,1.0,0.9797979797979798,0.0008841842333342392,0.0009044931007525736,0.0008841842333342392,0.0008944623632141198,1.865577820688486,False,0.5464301705360413,1.0,auroc,7,1.6974894367158413,0.1680858787149191
13,0.05097382641835415,1.0,1.0,1.0,1.0,1.0,1.0,0.0008621954960206817,0.0008841842333342392,0.0008621954960206817,0.0008733041852512311,1.8712587412446737,False,0.8663237690925598,1.0,auroc,8,1.7028288133442402,0.16842693276703358
14,0.040065210284480804,0.9997364953886694,0.9997737973118703,0.9956709956709957,0.9953271028037384,1.0,0.98989898989899,0.0008386230359586137,0.0008621954960206817,0.0008386230359586137,0.0008505137110925257,1.8590571992099285,False,0.4062507748603821,1.0,auroc,9,1.6906825751066208,0.16837183013558388
15,0.04299944852315129,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.0008135699252227817,0.0008386230359586137,0.0008135699252227817,0.0008261905935298549,1.8769693542271852,False,0.9440820217132568,1.0,auroc,10,1.7002269756048918,0.1767391711473465
