epoch,train_loss,val_auroc,val_auprc,val_f1,val_accuracy,val_sensitivity,val_specificity,learning_rate,learning_rate_start,learning_rate_end,learning_rate_mean,epoch_time_seconds,best_checkpoint_this_epoch,val_threshold,best_val_metric,best_val_metric_name,num_bad_epochs,train_time_seconds,val_time_seconds
0,0.6130234698454539,0.5768555116381203,0.639399109755115,0.7012195121951219,0.5420560747663551,1.0,0.010101010101010102,0.0004,0.0,0.0004,0.00020062893081761006,8.102429803460836,True,0.5084478855133057,0.5768555116381203,auroc,0,6.466618517413735,1.597632024437189
1,0.6162502219279608,0.5930610452349583,0.6135453094777603,0.7044025157232704,0.5607476635514018,0.9739130434782609,0.08080808080808081,0.0008,0.0004,0.0008,0.00060062893081761,7.647979972884059,True,0.5348637104034424,0.5930610452349583,auroc,0,5.905028587207198,1.639313479885459
2,0.591759868856496,0.6527887571365832,0.6678672795058977,0.7254237288135593,0.6214953271028038,0.9304347826086956,0.26262626262626265,0.000999726628670463,0.0008,0.000999726628670463,0.0009502684711294626,7.405006535351276,True,0.5623030066490173,0.6527887571365832,auroc,0,5.747783156111836,1.6183798052370548
3,0.6124960409957658,0.47018006148440933,0.5530922533800773,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009975414512725057,0.000999726628670463,0.0009975414512725057,0.0009988124481371998,7.666183352470398,False,0.5625134706497192,0.6527887571365832,auroc,1,5.965514060109854,1.700665457174182
4,0.6147340532368833,0.49451032059727706,0.5627227146375511,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009931806517013613,0.0009975414512725057,0.0009931806517013613,0.0009955348452557284,7.536472778767347,False,0.4231579899787903,0.6527887571365832,auroc,2,5.861278921365738,1.675189521163702
5,0.6128341463751763,0.7174352217830477,0.7528679867629577,0.7377777777777778,0.7242990654205608,0.7217391304347827,0.7272727272727273,0.000986663298624003,0.0009931806517013613,0.000986663298624003,0.0009900903945786255,7.37234590575099,True,0.46329620480537415,0.7174352217830477,auroc,0,5.691326191648841,1.6051528863608837
6,0.6139750553751891,0.496969696969697,0.5374273805918224,0.7040498442367601,0.5560747663551402,0.9826086956521739,0.06060606060606061,0.0009780178907671788,0.000986663298624003,0.0009780178907671788,0.000982502903303429,7.443792052567005,False,0.5403269529342651,0.7174352217830477,auroc,1,5.78635386377573,1.6574298925697803
7,0.6156196639222918,0.4958278436539306,0.5430432398830504,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009672822322997304,0.0009780178907671788,0.0009672822322997304,0.0009728055495989426,7.474408062174916,False,0.4873388111591339,0.7174352217830477,auroc,2,5.848799135535955,1.6256036404520273
8,0.6127327873646838,0.4755379885814669,0.5341779905243194,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009545032675245813,0.0009672822322997304,0.0009545032675245813,0.0009610407375255458,7.095338921993971,False,0.4795877933502197,0.7174352217830477,auroc,3,5.518821770325303,1.576514147222042
9,0.6115436786375705,0.5183135704874835,0.5535182229400603,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009397368756032445,0.0009545032675245813,0.0009397368756032445,0.0009472599116130245,6.98277030326426,False,0.4954840838909149,0.7174352217830477,auroc,4,5.427317539229989,1.5554499570280313
10,0.6119569223256981,0.4513833992094862,0.5224169062454218,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009230476262104677,0.0009397368756032445,0.0009230476262104677,0.0009315233319067352,7.0144942700862885,False,0.4968527853488922,0.7174352217830477,auroc,5,5.452587777748704,1.5619026832282543
11,0.6122021129671132,0.5322353974527887,0.5570209036386533,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0009045084971874737,0.0009230476262104677,0.0009045084971874737,0.000913899810465757,7.0947671215981245,False,0.49810343980789185,0.7174352217830477,auroc,6,5.525556327775121,1.5692077688872814
12,0.611884559100529,0.523495827843654,0.5541994478620605,0.7006369426751592,0.5607476635514018,0.9565217391304348,0.10101010101010101,0.0008842005554284296,0.0009045084971874737,0.0008842005554284296,0.0008944664104652653,7.049462167546153,False,0.5024392604827881,0.7174352217830477,auroc,7,5.486500572413206,1.5629592221230268
13,0.6124749794696112,0.5280632411067193,0.5824981985199943,0.6990881458966566,0.5373831775700935,1.0,0.0,0.0008622126023955446,0.0008842005554284296,0.0008622126023955446,0.0008733081092188759,7.024774158373475,False,0.49395379424095154,0.7174352217830477,auroc,8,5.4628791976720095,1.5618927776813507
14,0.6129029981745114,0.5149319279754062,0.5487337038541424,0.7040498442367601,0.5560747663551402,0.9826086956521739,0.06060606060606061,0.0008386407858128706,0.0008622126023955446,0.0008386407858128706,0.0008505174265944725,7.021328279748559,False,0.5051860809326172,0.7174352217830477,auroc,9,5.460805509239435,1.560519864782691
15,0.6125752916501003,0.4853754940711462,0.5146710939216252,0.7040498442367601,0.5560747663551402,0.9826086956521739,0.06060606060606061,0.0008135881792367685,0.0008386407858128706,0.0008135881792367685,0.0008261940204483665,7.015648745000362,False,0.4883299469947815,0.7174352217830477,auroc,10,5.455469120293856,1.5601768586784601
