epoch,train_loss,val_auroc,val_auprc,val_f1,val_accuracy,val_sensitivity,val_specificity,learning_rate,learning_rate_start,learning_rate_end,learning_rate_mean,epoch_time_seconds,best_checkpoint_this_epoch,val_threshold,best_val_metric,best_val_metric_name,num_bad_epochs,train_time_seconds,val_time_seconds
0,0.26260287786533865,0.9971014492753624,0.9975241810246024,0.9743589743589743,0.9719626168224299,0.991304347826087,0.9494949494949495,0.0004001336005344021,0.0,0.0004001336005344021,0.00020040080160320644,114.9244192391634,True,0.2854316830635071,0.9971014492753624,auroc,0,109.0443983701989,5.756747440434992
1,0.09484374634272423,0.9991216512955643,0.999261712566863,0.986784140969163,0.985981308411215,0.9739130434782609,1.0,0.0008002672010688042,0.0004001336005344021,0.0008002672010688042,0.0006005344021376086,120.48833041451871,True,0.9920439124107361,0.9991216512955643,auroc,0,114.8685978827998,5.56806371267885
2,0.0947856151351926,0.9989459815546772,0.9991120432128113,0.9868995633187773,0.985981308411215,0.9826086956521739,0.98989898989899,0.0009997257248720195,0.0008002672010688042,0.0009997257248720195,0.0009502708633612238,114.46394369378686,False,0.8524420857429504,0.9991216512955643,auroc,1,108.6118274088949,5.852109641768038
3,0.08892197017414101,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,0.0009975388029093237,0.0009997257248720195,0.0009975388029093237,0.000998812276642304,127.28307033050805,True,0.9436987638473511,1.0,auroc,0,121.32105286419392,5.901724249124527
4,0.08038088919412972,0.9999121651295565,0.9999250374812592,0.9956709956709957,0.9953271028037384,1.0,0.98989898989899,0.0009931763467888243,0.0009975388029093237,0.0009931763467888243,0.0009955345774349587,121.70792085397989,False,0.7415587902069092,1.0,auroc,1,115.09902721643448,6.608889641240239
5,0.06753100408804766,0.9999121651295565,0.9999250374812594,0.9956709956709957,0.9953271028037384,1.0,0.98989898989899,0.0009866574317509784,0.0009931763467888243,0.0009866574317509784,0.0009900901077299587,128.31947162933648,False,0.7412958741188049,1.0,auroc,2,122.40264231525362,5.9168252274394035
6,0.05745430447713928,0.9995608256477821,0.9996320948038951,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.0009780105623511167,0.0009866574317509784,0.0009780105623511167,0.0009825026739716356,118.59647152945399,False,0.9968330264091492,1.0,auroc,3,113.07066731248051,5.525800441391766
7,0.058680298205664096,0.9998243302591129,0.9998494231145295,0.9956709956709957,0.9953271028037384,1.0,0.98989898989899,0.0009672735478206543,0.0009780105623511167,0.0009672735478206543,0.0009728054529116612,114.09789537172765,False,0.947243332862854,1.0,auroc,4,108.59725632611662,5.50063310470432
8,0.05830424681919252,0.9994729907773386,0.9995620667926906,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.000954493336742752,0.0009672735478206543,0.000954493336742752,0.0009610408465406514,117.95306831412017,False,0.9314311742782593,1.0,auroc,5,111.8618325619027,6.091228066943586
9,0.05357305175566094,0.9994729907773386,0.9995688106360043,0.9956331877729258,0.9953271028037384,0.991304347826087,1.0,0.0009397258117653182,0.000954493336742752,0.0009397258117653182,0.0009472602966815624,113.11332095786929,False,0.9976650476455688,1.0,auroc,6,107.27991605643183,5.833400714211166
10,0.05003547299329117,0.9985068072024594,0.9986776760581609,0.9871244635193133,0.985981308411215,1.0,0.9696969696969697,0.0009230355452489947,0.0009397258117653182,0.0009230355452489947,0.0009315240600555913,119.35298565588892,False,0.9690537452697754,1.0,auroc,7,113.47126167919487,5.881721020676196
11,0.047334028835888824,0.999385155906895,0.9994724396542372,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.0009044955169185722,0.0009230355452489947,0.0009044955169185722,0.0009139009448041233,115.10106064658612,False,0.8801832795143127,1.0,auroc,8,109.625926874578,5.4751309379935265
12,0.0422242611933512,0.9994729907773386,0.9995559586569166,0.9912280701754386,0.9906542056074766,0.9826086956521739,1.0,0.0008841867947524349,0.0009044955169185722,0.0008841867947524349,0.0008944680096188068,114.2865374237299,False,0.948040246963501,1.0,auroc,9,107.85221884958446,6.43431509938091
13,0.043730984671851415,0.9995608256477821,0.9996320948038951,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.0008621981805053712,0.0008841867947524349,0.0008621981805053712,0.0008733102267953396,114.95343502331525,False,0.7450764179229736,1.0,auroc,10,109.62501233909279,5.3284197095781565
