epoch,train_loss,val_auroc,val_auprc,val_f1,val_accuracy,val_sensitivity,val_specificity,learning_rate,learning_rate_start,learning_rate_end,learning_rate_mean,epoch_time_seconds,best_checkpoint_this_epoch,val_threshold,best_val_metric,best_val_metric_name,num_bad_epochs,train_time_seconds,val_time_seconds
0,0.6183232185225817,0.7293807641633728,0.7723775929060057,0.7436823104693141,0.6682242990654206,0.8956521739130435,0.40404040404040403,4.000000000000001e-06,0.0,4.000000000000001e-06,2.0062893081761006e-06,4.9143780414015055,True,0.4336353540420532,0.7293807641633728,auroc,0,4.394208488985896,0.4597082585096359
1,0.5891113916658005,0.8229249011857708,0.8401786070471844,0.7898550724637681,0.7289719626168224,0.9478260869565217,0.47474747474747475,8.000000000000001e-06,4.000000000000001e-06,8.000000000000001e-06,6.006289308176102e-06,2.434599582105875,True,0.4721214771270752,0.8229249011857708,auroc,0,2.0106991585344076,0.3701352085918188
2,0.5468402757959546,0.8512955643390425,0.8627327320894205,0.8,0.7383177570093458,0.9739130434782609,0.46464646464646464,9.99726628670463e-06,8.000000000000001e-06,9.99726628670463e-06,9.502684711294624e-06,2.546382926404476,True,0.4343176484107971,0.8512955643390425,auroc,0,2.057096181437373,0.36867772974073887
3,0.4770854042386109,0.8844971453667105,0.8872087776527037,0.8249027237354085,0.7897196261682243,0.9217391304347826,0.6363636363636364,9.975414512725058e-06,9.99726628670463e-06,9.975414512725058e-06,9.988124481371998e-06,2.5409655664116144,True,0.4626198410987854,0.8844971453667105,auroc,0,2.0286263711750507,0.3699179757386446
4,0.34857329735590975,0.9253403601229688,0.9265124304067435,0.8648648648648649,0.8364485981308412,0.9739130434782609,0.6767676767676768,9.933676422417347e-06,9.975414512725058e-06,9.933676422417347e-06,9.95616144373817e-06,2.457897797226906,True,0.3964613378047943,0.9253403601229688,auroc,0,2.034906279295683,0.37823351100087166
5,0.2555454981120877,0.9463328941589811,0.9471602192517492,0.8925619834710744,0.8785046728971962,0.9391304347826087,0.8080808080808081,9.875085447035518e-06,9.933676422417347e-06,9.875085447035518e-06,9.905799233120284e-06,2.440378690138459,True,0.3488418161869049,0.9463328941589811,auroc,0,2.02050269767642,0.3656924217939377
6,0.21849813562987735,0.9563460693895478,0.9589696856757631,0.905982905982906,0.897196261682243,0.9217391304347826,0.8686868686868687,9.801598964913563e-06,9.875085447035518e-06,9.801598964913563e-06,9.839599355871752e-06,2.5749284476041794,True,0.6289064288139343,0.9563460693895478,auroc,0,2.001789564266801,0.36986781284213066
7,0.186492383901803,0.9675889328063241,0.9705899419085252,0.925,0.9158878504672897,0.9652173913043478,0.8585858585858586,9.715416277149469e-06,9.801598964913563e-06,9.715416277149469e-06,9.75960875143015e-06,2.525239260867238,True,0.5441963076591492,0.9675889328063241,auroc,0,2.0170720480382442,0.3775000125169754
8,0.17269711849519853,0.9719806763285024,0.9748353939866854,0.9276595744680851,0.9205607476635514,0.9478260869565217,0.8888888888888888,9.616257537343206e-06,9.715416277149469e-06,9.616257537343206e-06,9.666840928936273e-06,2.4454369377344847,True,0.4317411482334137,0.9719806763285024,auroc,0,2.0257038176059723,0.36762484908103943
9,0.1555034464441896,0.9774264382960036,0.9799088754731218,0.9361702127659575,0.9299065420560748,0.9565217391304348,0.898989898989899,9.505231013838424e-06,9.616257537343206e-06,9.505231013838424e-06,9.561651832243276e-06,2.4535149931907654,True,0.6771419644355774,0.9774264382960036,auroc,0,2.026596572250128,0.3713087812066078
10,0.14595511334848665,0.9815546772068511,0.9834661039603351,0.940677966101695,0.9345794392523364,0.9652173913043478,0.898989898989899,9.377418958226385e-06,9.505231013838424e-06,9.377418958226385e-06,9.442236769701505e-06,2.4174669906497,True,0.7035751342773438,0.9815546772068511,auroc,0,2.0087838526815176,0.36427123099565506
11,0.13406402692374475,0.9867369345630215,0.9886403801520011,0.9456066945606695,0.9392523364485982,0.9826086956521739,0.8888888888888888,9.242076370454484e-06,9.377418958226385e-06,9.242076370454484e-06,9.310510742486546e-06,2.491335418075323,True,0.2633371949195862,0.9867369345630215,auroc,0,1.9803359229117632,0.364703381434083
12,0.12619876946797068,0.9872639437856829,0.9888034356544699,0.9465020576131687,0.9392523364485982,1.0,0.8686868686868687,9.093422678693618e-06,9.242076370454484e-06,9.093422678693618e-06,9.168470634708997e-06,2.386960417032242,True,0.6746762990951538,0.9872639437856829,auroc,0,1.9831966180354357,0.3664937950670719
13,0.11657053005951896,0.9918313570487484,0.9931703230440903,0.9519650655021834,0.9485981308411215,0.9478260869565217,0.9494949494949495,8.93546102391041e-06,9.093422678693618e-06,8.93546102391041e-06,9.015073357570875e-06,2.399805720895529,True,0.7078079581260681,0.9918313570487484,auroc,0,1.982978854328394,0.3647854123264551
14,0.10527793805220358,0.9926218708827403,0.9937070330005877,0.9568965517241379,0.9532710280373832,0.9652173913043478,0.9393939393939394,8.763695215348462e-06,8.93546102391041e-06,8.763695215348462e-06,8.850177653156849e-06,2.4434177689254284,True,0.8342148065567017,0.9926218708827403,auroc,0,2.0191110223531723,0.3646171409636736
15,0.10066592174219026,0.9933245498462889,0.9944124424288062,0.961038961038961,0.9579439252336449,0.9652173913043478,0.9494949494949495,8.585362518903463e-06,8.763695215348462e-06,8.585362518903463e-06,8.67502450394977e-06,2.506322655826807,True,0.7251786589622498,0.9933245498462889,auroc,0,1.9938457533717155,0.3646307457238436
16,0.10030189518371609,0.9953447518664911,0.9960287015671558,0.9783549783549783,0.9766355140186916,0.9826086956521739,0.9696969696969697,8.392523908771863e-06,8.585362518903463e-06,8.392523908771863e-06,8.489414836678437e-06,2.503674603998661,True,0.7813855409622192,0.9953447518664911,auroc,0,1.9862159676849842,0.3648767527192831
17,0.10134556562546054,0.9952569169960475,0.9959865518459755,0.9699570815450643,0.9672897196261683,0.9826086956521739,0.9494949494949495,8.19624546748895e-06,8.392523908771863e-06,8.19624546748895e-06,8.29474205471418e-06,2.3738392554223537,False,0.7007808685302734,0.9953447518664911,auroc,1,2.0063397772610188,0.3674959931522608
18,0.09270499184370369,0.9955204216073781,0.9961318923524172,0.9741379310344828,0.9719626168224299,0.9826086956521739,0.9595959595959596,7.990425089019774e-06,8.19624546748895e-06,7.990425089019774e-06,8.093635205064124e-06,2.4583503250032663,True,0.7730651497840881,0.9955204216073781,auroc,0,1.9700187500566244,0.3597724698483944
19,0.08809357958643715,0.9967501097935881,0.9972257416298279,0.9743589743589743,0.9719626168224299,0.991304347826087,0.9494949494949495,7.777256682732603e-06,7.990425089019774e-06,7.777256682732603e-06,7.8840713471003e-06,2.478087980300188,True,0.36750271916389465,0.9967501097935881,auroc,0,1.969933832064271,0.3595823496580124
