epoch,train_loss,val_auroc,val_auprc,val_f1,val_accuracy,val_sensitivity,val_specificity,learning_rate,learning_rate_start,learning_rate_end,learning_rate_mean,epoch_time_seconds,best_checkpoint_this_epoch,val_threshold,best_val_metric,best_val_metric_name,num_bad_epochs,train_time_seconds,val_time_seconds
0,0.33663215375733824,0.9886693017127799,0.9903604054759952,0.9451476793248945,0.9392523364485982,0.9739130434782609,0.898989898989899,0.0004,0.0,0.0004,0.00020062893081761006,149.7871104227379,True,0.8597002625465393,0.9886693017127799,auroc,0,136.78790359571576,12.945573471486568
1,0.12273350918194009,0.9985946420729029,0.9988467861461078,0.986784140969163,0.985981308411215,0.9739130434782609,1.0,0.0008,0.0004,0.0008,0.00060062893081761,146.08849115483463,True,0.9618865847587585,0.9985946420729029,auroc,0,133.22071180399507,12.770226120017469
2,0.08037482045148646,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.000999726628670463,0.0008,0.000999726628670463,0.0009502684711294626,146.31239488627762,True,0.1388402283191681,1.0,auroc,0,133.44881722517312,12.762744006700814
3,0.05922236981027051,0.9998243302591129,0.9998513563730954,0.9956331877729258,0.9953271028037384,0.991304347826087,1.0,0.0009975414512725057,0.000999726628670463,0.0009975414512725057,0.0009988124481371998,145.70860542915761,False,0.7319172024726868,1.0,auroc,1,132.90094893891364,12.80765205156058
4,0.044687856134992245,0.9996486605182258,0.9997033097305434,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.0009931806517013613,0.0009975414512725057,0.0009931806517013613,0.0009955348452557284,145.42736500967294,False,0.7777818441390991,1.0,auroc,2,132.7038733754307,12.723487517796457
5,0.04236839243332393,0.9969257795344751,0.9972250331285178,0.987012987012987,0.985981308411215,0.991304347826087,0.9797979797979798,0.000986663298624003,0.0009931806517013613,0.000986663298624003,0.0009900903945786255,145.49816576112062,False,0.6257110834121704,1.0,auroc,3,132.7474507894367,12.750710222870111
6,0.040955631202965415,0.9989459815546773,0.9990860106830524,0.9871244635193133,0.985981308411215,1.0,0.9696969696969697,0.0009780178907671788,0.000986663298624003,0.0009780178907671788,0.000982502903303429,145.73989416658878,False,0.22613075375556946,1.0,auroc,4,133.00301562342793,12.736874316819012
7,0.04458941526907026,0.9995608256477821,0.9996320948038948,0.991304347826087,0.9906542056074766,0.991304347826087,0.98989898989899,0.0009672822322997304,0.0009780178907671788,0.0009672822322997304,0.0009728055495989426,145.32414996623993,False,0.872138261795044,1.0,auroc,5,132.6136445691809,12.710500628687441
8,0.03566598500591504,0.999385155906895,0.9994732499280494,0.9913793103448276,0.9906542056074766,1.0,0.9797979797979798,0.0009545032675245813,0.0009672822322997304,0.0009545032675245813,0.0009610407375255458,145.4463140713051,False,0.45513996481895447,1.0,auroc,6,132.7084253858775,12.737885428592563
9,0.035714179200725046,0.999385155906895,0.9994877561219391,0.9912280701754386,0.9906542056074766,0.9826086956521739,1.0,0.0009397368756032445,0.0009545032675245813,0.0009397368756032445,0.0009472599116130245,145.63499677553773,False,0.9481790065765381,1.0,auroc,7,132.9021137272939,12.732880052179098
10,0.02639863994820944,0.9976284584980237,0.9980262682264421,0.9783549783549783,0.9766355140186916,0.9826086956521739,0.9696969696969697,0.0009230476262104677,0.0009397368756032445,0.0009230476262104677,0.0009315233319067352,145.61736155860126,False,0.9762313961982727,1.0,auroc,8,132.86398328654468,12.7533755665645
11,0.03250464395208631,0.9985068072024593,0.998641688542117,0.9913793103448276,0.9906542056074766,1.0,0.9797979797979798,0.0009045084971874737,0.0009230476262104677,0.0009045084971874737,0.000913899810465757,145.40244718734175,False,0.9917008280754089,1.0,auroc,9,132.63523811846972,12.7672055112198
12,0.03715457804556885,0.999385155906895,0.999479681006268,0.9871244635193133,0.985981308411215,1.0,0.9696969696969697,0.0008842005554284296,0.0009045084971874737,0.0008842005554284296,0.0008944664104652653,146.09814251028,False,0.06622536480426788,1.0,auroc,10,133.3327502850443,12.765389200299978
